PARSE TREE:
Lexeme: declare, Line no: 1, Tk_name: DECLARE, ValueIfNumber: ----, Parent: moduleDeclaration, YES, NodeSymbol: ----
Lexeme: i, Line no: 48, Tk_name: ID, ValueIfNumber: ----, Parent: aVar, YES, NodeSymbol: ----
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: actualParameter, IsLeaf: NO, NodeSymbol: aVar
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: aVar, IsLeaf: NO, NodeSymbol: whichId
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: declareStmt, IsLeaf: NO, NodeSymbol: idList
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: idList, IsLeaf: NO, NodeSymbol: moreId
Lexeme: :, Line no: 48, Tk_name: COLON, ValueIfNumber: ----, Parent: declareStmt, YES, NodeSymbol: ----
Lexeme: integer, Line no: 48, Tk_name: INTEGER, ValueIfNumber: ----, Parent: dataType, YES, NodeSymbol: ----
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: declareStmt, IsLeaf: NO, NodeSymbol: dataType
Lexeme: ;, Line no: 48, Tk_name: SEMICOL, ValueIfNumber: ----, Parent: declareStmt, YES, NodeSymbol: ----
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: SEMICOL, IsLeaf: NO, NodeSymbol: statement
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: declareStmt, IsLeaf: NO, NodeSymbol: SEMICOL
Lexeme: i, Line no: 49, Tk_name: ID, ValueIfNumber: ----, Parent: assignmentStmt, YES, NodeSymbol: ----
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: simpleStmt, IsLeaf: NO, NodeSymbol: assignmentStmt
Lexeme: :=, Line no: 49, Tk_name: ASSIGNOP, ValueIfNumber: ----, Parent: lvalueIDStmt, YES, NodeSymbol: ----
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: whichStmt, IsLeaf: NO, NodeSymbol: lvalueIDStmt
Lexeme: ----, Line no: 49, Tk name: NUM, ValueIfNumber: 1, Parent: aVar, isLeaf: YES, NodeSymbol: ----
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: nextTerm, IsLeaf: NO, NodeSymbol: aVar
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: term, IsLeaf: NO, NodeSymbol: nextTerm
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: arithmeticExpr, IsLeaf: NO, NodeSymbol: term
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: term, IsLeaf: NO, NodeSymbol: a2
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: anyTerm, IsLeaf: NO, NodeSymbol: arithmeticExpr
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: arithmeticExpr, IsLeaf: NO, NodeSymbol: a1
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: arithmeticOrBooleanExpr, IsLeaf: NO, NodeSymbol: anyTerm
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: anyTerm, IsLeaf: NO, NodeSymbol: ab2
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: expression, IsLeaf: NO, NodeSymbol: arithmeticOrBooleanExpr
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: arithmeticOrBooleanExpr, IsLeaf: NO, NodeSymbol: ab1
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: lvalueIDStmt, IsLeaf: NO, NodeSymbol: expression
Lexeme: ;, Line no: 49, Tk_name: SEMICOL, ValueIfNumber: ----, Parent: lvalueIDStmt, YES, NodeSymbol: ----
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: assignmentStmt, IsLeaf: NO, NodeSymbol: whichStmt
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: statement, IsLeaf: NO, NodeSymbol: simpleStmt
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: statements, IsLeaf: NO, NodeSymbol: statement
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: SEMICOL, IsLeaf: NO, NodeSymbol: statements
Lexeme: while, Line no: 50, Tk_name: WHILE, ValueIfNumber: ----, Parent: iterativeStmt, YES, NodeSymbol: ----
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: statement, IsLeaf: NO, NodeSymbol: iterativeStmt
Lexeme: (, Line no: 50, Tk_name: BO, ValueIfNumber: ----, Parent: iterativeStmt, YES, NodeSymbol: ----
Lexeme: i, Line no: 50, Tk_name: ID, ValueIfNumber: ----, Parent: aVar, YES, NodeSymbol: ----
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: nextTerm, IsLeaf: NO, NodeSymbol: aVar
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: aVar, IsLeaf: NO, NodeSymbol: whichId
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: term, IsLeaf: NO, NodeSymbol: nextTerm
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: arithmeticExpr, IsLeaf: NO, NodeSymbol: term
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: term, IsLeaf: NO, NodeSymbol: a2
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: anyTerm, IsLeaf: NO, NodeSymbol: arithmeticExpr
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: arithmeticExpr, IsLeaf: NO, NodeSymbol: a1
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: arithmeticOrBooleanExpr, IsLeaf: NO, NodeSymbol: anyTerm
Lexeme: <=, Line no: 50, Tk_name: LE, ValueIfNumber: ----, Parent: relationalOp, YES, NodeSymbol: ----
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: ab2, IsLeaf: NO, NodeSymbol: relationalOp
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: anyTerm, IsLeaf: NO, NodeSymbol: ab2
Lexeme: k, Line no: 50, Tk_name: ID, ValueIfNumber: ----, Parent: aVar, YES, NodeSymbol: ----
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: nextTerm, IsLeaf: NO, NodeSymbol: aVar
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: aVar, IsLeaf: NO, NodeSymbol: whichId
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: term, IsLeaf: NO, NodeSymbol: nextTerm
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: arithmeticExpr, IsLeaf: NO, NodeSymbol: term
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: term, IsLeaf: NO, NodeSymbol: a2
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: ab2, IsLeaf: NO, NodeSymbol: arithmeticExpr
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: arithmeticExpr, IsLeaf: NO, NodeSymbol: a1
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: expression, IsLeaf: NO, NodeSymbol: arithmeticOrBooleanExpr
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: arithmeticOrBooleanExpr, IsLeaf: NO, NodeSymbol: ab1
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: iterativeStmt, IsLeaf: NO, NodeSymbol: expression
Lexeme: ), Line no: 50, Tk_name: BC, ValueIfNumber: ----, Parent: iterativeStmt, YES, NodeSymbol: ----
Lexeme: start, Line no: 51, Tk_name: START, ValueIfNumber: ----, Parent: iterativeStmt, YES, NodeSymbol: ----
Lexeme: get_value, Line no: 52, Tk_name: GET_VALUE, ValueIfNumber: ----, Parent: ioStmt, YES, NodeSymbol: ----
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: statement, IsLeaf: NO, NodeSymbol: ioStmt
Lexeme: (, Line no: 52, Tk_name: BO, ValueIfNumber: ----, Parent: ioStmt, YES, NodeSymbol: ----
Lexeme: tempvar, Line no: 52, Tk_name: ID, ValueIfNumber: ----, Parent: ioStmt, YES, NodeSymbol: ----
Lexeme: ), Line no: 52, Tk_name: BC, ValueIfNumber: ----, Parent: ioStmt, YES, NodeSymbol: ----
Lexeme: ;, Line no: 52, Tk_name: SEMICOL, ValueIfNumber: ----, Parent: ioStmt, YES, NodeSymbol: ----
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: statements, IsLeaf: NO, NodeSymbol: statement
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: iterativeStmt, IsLeaf: NO, NodeSymbol: statements
Lexeme: arr1, Line no: 53, Tk_name: ID, ValueIfNumber: ----, Parent: assignmentStmt, YES, NodeSymbol: ----
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: simpleStmt, IsLeaf: NO, NodeSymbol: assignmentStmt
Lexeme: [, Line no: 53, Tk_name: SQBO, ValueIfNumber: ----, Parent: lvalueARRStmt, YES, NodeSymbol: ----
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: whichStmt, IsLeaf: NO, NodeSymbol: lvalueARRStmt
Lexeme: i, Line no: 53, Tk_name: ID, ValueIfNumber: ----, Parent: var_id_num2, YES, NodeSymbol: ----
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: newNextTerm, IsLeaf: NO, NodeSymbol: var_id_num2
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: newTerm, IsLeaf: NO, NodeSymbol: newNextTerm
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: startExpr, IsLeaf: NO, NodeSymbol: newTerm
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: newTerm, IsLeaf: NO, NodeSymbol: newA2
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: newArithmeticExpr, IsLeaf: NO, NodeSymbol: startExpr
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: startExpr, IsLeaf: NO, NodeSymbol: newA1
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: lvalueARRStmt, IsLeaf: NO, NodeSymbol: newArithmeticExpr
Lexeme: ], Line no: 53, Tk_name: SQBC, ValueIfNumber: ----, Parent: lvalueARRStmt, YES, NodeSymbol: ----
Lexeme: :=, Line no: 53, Tk_name: ASSIGNOP, ValueIfNumber: ----, Parent: lvalueARRStmt, YES, NodeSymbol: ----
Lexeme: ;, Line no: 53, Tk_name: expression, ValueIfNumber: ----, Parent: lvalueARRStmt, YES, NodeSymbol: ----
Lexeme: print, Line no: 54, Tk_name: PRINT, ValueIfNumber: ----, Parent: ioStmt, YES, NodeSymbol: ----
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: statement, IsLeaf: NO, NodeSymbol: ioStmt
Lexeme: (, Line no: 54, Tk_name: BO, ValueIfNumber: ----, Parent: ioStmt, YES, NodeSymbol: ----
Lexeme: list, Line no: 54, Tk_name: ID, ValueIfNumber: ----, Parent: print_var, YES, NodeSymbol: ----
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: ioStmt, IsLeaf: NO, NodeSymbol: print_var
Lexeme: [, Line no: 54, Tk_name: SQBO, ValueIfNumber: ----, Parent: whichId2, YES, NodeSymbol: ----
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: print_var, IsLeaf: NO, NodeSymbol: whichId2
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: whichId2, IsLeaf: NO, NodeSymbol: sign
Lexeme: P, Line no: 54, Tk_name: ID, ValueIfNumber: ----, Parent: index, YES, NodeSymbol: ----
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: whichId2, IsLeaf: NO, NodeSymbol: index
Lexeme: end, Line no: 57, Tk_name: SQBC, ValueIfNumber: ----, Parent: whichId2, YES, NodeSymbol: ----
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: ioStmt, IsLeaf: NO, NodeSymbol: BC
Lexeme: end, Line no: 58, Tk_name: SEMICOL, ValueIfNumber: ----, Parent: ioStmt, YES, NodeSymbol: ----
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: SEMICOL, IsLeaf: NO, NodeSymbol: statement
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: lvalueARRStmt, IsLeaf: NO, NodeSymbol: SEMICOL
Lexeme: , Line no: 0, Tk_name: statements, ValueIfNumber: ----, Parent: SEMICOL, YES, NodeSymbol: ----
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: assignmentStmt, IsLeaf: NO, NodeSymbol: whichStmt
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: statement, IsLeaf: NO, NodeSymbol: simpleStmt
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: statements, IsLeaf: NO, NodeSymbol: statement
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: statements, IsLeaf: NO, NodeSymbol: statements
Lexeme: , Line no: 0, Tk_name: statements, ValueIfNumber: ----, Parent: statements, YES, NodeSymbol: ----
Lexeme: , Line no: 0, Tk_name: END, ValueIfNumber: ----, Parent: iterativeStmt, YES, NodeSymbol: ----
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: statements, IsLeaf: NO, NodeSymbol: statement
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: statements, IsLeaf: NO, NodeSymbol: statements
Lexeme: , Line no: 0, Tk_name: statements, ValueIfNumber: ----, Parent: statements, YES, NodeSymbol: ----
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: statements, IsLeaf: NO, NodeSymbol: statement
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: moduleDef, IsLeaf: NO, NodeSymbol: statements
Lexeme: , Line no: 0, Tk_name: statements, ValueIfNumber: ----, Parent: statements, YES, NodeSymbol: ----
Lexeme: , Line no: 0, Tk_name: END, ValueIfNumber: ----, Parent: moduleDef, YES, NodeSymbol: ----
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: statements, IsLeaf: NO, NodeSymbol: statements
Lexeme: , Line no: 0, Tk_name: otherModules, ValueIfNumber: ----, Parent: statements, YES, NodeSymbol: ----
Lexeme: , Line no: 0, Tk_name: idList, ValueIfNumber: ----, Parent: moduleReuseStmt, YES, NodeSymbol: ----
Lexeme: , Line no: 0, Tk_name: SEMICOL, ValueIfNumber: ----, Parent: moduleReuseStmt, YES, NodeSymbol: ----
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: statement, IsLeaf: NO, NodeSymbol: simpleStmt
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: statements, IsLeaf: NO, NodeSymbol: statement
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: statements, IsLeaf: NO, NodeSymbol: statements
Lexeme: , Line no: 0, Tk_name: statements, ValueIfNumber: ----, Parent: statements, YES, NodeSymbol: ----
Lexeme: , Line no: 0, Tk_name: END, ValueIfNumber: ----, Parent: moduleDef, YES, NodeSymbol: ----
Lexeme: , Line no: 0, Tk_name: END, ValueIfNumber: ----, Parent: iterativeStmt, YES, NodeSymbol: ----
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: whichStmt, IsLeaf: NO, NodeSymbol: statement
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: assignmentStmt, IsLeaf: NO, NodeSymbol: whichStmt
Lexeme: , Line no: 0, Tk_name: statements, ValueIfNumber: ----, Parent: whichStmt, YES, NodeSymbol: ----
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: statement, IsLeaf: NO, NodeSymbol: simpleStmt
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: statements, IsLeaf: NO, NodeSymbol: statement
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: statements, IsLeaf: NO, NodeSymbol: statements
Lexeme: , Line no: 0, Tk_name: statements, ValueIfNumber: ----, Parent: statements, YES, NodeSymbol: ----
Lexeme: , Line no: 0, Tk_name: END, ValueIfNumber: ----, Parent: ret, YES, NodeSymbol: ----
Lexeme: , Line no: 0, Tk_name: moduleDef, ValueIfNumber: ----, Parent: module, YES, NodeSymbol: ----
Lexeme: ----, Line no: ----, Tk name: ----, ValueIfNumber: ----, Parent: program, IsLeaf: NO, NodeSymbol: otherModules
